drug_name,raw_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion,trust_score
poly iron,0.0,1,0,0,0.0,0.0,0.5
polycarbophil,0.0,1,0,0,0.0,0.0,0.5
cosopt pf,0.0,1,0,0,0.0,1.0,0.5
coumadin,0.0,1,0,0,0.0,0.0,0.5
neulasta,0.0,3,0,0,0.0,0.0,0.5
nexafed nasal decongestant,0.0,2,1,1,0.0,1.0,0.5
next choice,0.0,14,3,2,0.07142857142857142,0.21428571428571427,0.5
niacin,0.0,10,2,1,0.2,0.2,0.5
niacin / simvastatin,0.0,1,0,0,1.0,0.0,0.5
cutivate,0.0,1,0,0,0.0,0.0,0.5
ditropan,0.0,1,0,0,0.0,0.0,0.5
divigel,0.0,1,0,0,0.0,0.0,0.5
doans pills extra strength,0.0,1,0,0,0.0,0.0,0.5
dobutamine,0.0,1,0,0,0.0,0.0,0.5
doripenem,0.0,1,0,0,0.0,0.0,0.5
dorzolamide / timolol,0.0,1,0,0,0.0,0.0,0.5
cyclafem 7 / 7 / 7,0.0,1,0,0,0.0,0.0,0.5
difluprednate,0.0,2,0,0,0.0,0.0,0.5
pilocarpine,0.0,1,0,0,0.0,0.0,0.5
pioglitazone,0.0,7,1,0,0.14285714285714285,0.14285714285714285,0.5
bosutinib,0.0,1,0,0,0.0,0.0,0.5
brilinta,0.0,4,1,1,0.25,0.0,0.5
flecainide,0.0,24,5,2,0.20833333333333334,0.25,0.5
nikki,0.0,1,0,0,0.0,0.0,0.5
nilotinib,0.0,4,2,2,0.0,0.0,0.5
pitocin,0.0,1,0,0,0.0,0.0,0.5
nizoral,0.0,1,0,0,0.0,0.0,0.5
nonoxynol 9,0.0,2,0,0,0.5,0.0,0.5
bethanechol,0.0,1,0,0,0.0,0.0,0.5
bicalutamide,0.0,2,0,0,0.0,0.0,0.5
nortrel 1 / 35,0.0,3,1,1,0.0,0.0,0.5
fleet bisacodyl,0.0,1,0,0,0.0,0.0,0.5
phenol,0.0,1,0,0,0.0,0.0,0.5
zipsor,0.0,2,0,0,0.5,0.0,0.5
adalat cc,0.0,1,0,0,1.0,0.0,0.5
phisohex,0.0,1,0,0,0.0,0.0,0.5
ISOTRETINOIN,0.0,1,0,0,0.0,1.0,0.5
LENALIDOMIDE,0.0,1,0,0,0.0,1.0,0.5
LETROZOLE,0.0,1,0,0,0.0,1.0,0.5
LISDEXAMFETAMINE DIMESYLATE,0.0,1,0,0,0.0,0.0,0.5
LITHIUM CARBONATE,0.0,1,0,0,0.0,1.0,0.5
METFORMIN,0.0,1,0,0,0.0,1.0,0.5
novolin 70 / 30,0.0,1,0,0,0.0,0.0,0.5
novolog flexpen,0.0,2,0,0,0.0,0.0,0.5
novolog mix 70 / 30,0.0,1,0,0,0.0,0.0,0.5
adcirca,0.0,2,0,0,0.0,0.0,0.5
azacitidine,0.0,4,0,0,0.0,0.0,0.5
tretin-x,0.0,1,0,0,0.0,0.0,0.5
azilsartan medoxomil,0.0,5,1,0,0.6,0.2,0.5
azithromycin dose pack,0.0,8,2,0,0.0,0.125,0.5
azopt,0.0,1,0,0,0.0,1.0,0.5
azurette,0.0,2,1,1,0.0,0.0,0.5
peridex,0.0,1,0,0,0.0,0.0,0.5
periogard,0.0,1,0,0,0.0,0.0,0.5
perphenazine,0.0,3,1,1,0.3333333333333333,0.3333333333333333,0.5
pexeva,0.0,1,0,0,0.0,0.0,0.5
phendiet,0.0,1,0,0,0.0,1.0,0.5
tri-lo-estarylla,0.0,3,0,0,0.0,0.3333333333333333,0.5
penicillin vk,0.0,3,1,1,0.0,0.0,0.5
triamterene,0.0,1,0,0,0.0,0.0,0.5
nuox,0.0,1,0,0,1.0,0.0,0.5
nyamyc,0.0,1,0,0,0.0,0.0,0.5
nystatin,0.0,3,0,0,0.0,0.0,0.5
fenugreek,0.0,1,0,0,0.0,0.0,0.5
ocular lubricant,0.0,11,1,1,0.0,0.2727272727272727,0.5
flolan,0.0,1,0,0,0.0,0.0,0.5
olodaterol,0.0,1,0,0,0.0,0.0,0.5
flovent,0.0,3,1,1,0.0,0.3333333333333333,0.5
benzefoam ultra,0.0,1,0,0,0.0,0.0,0.5
benzoic acid / salicylic acid,0.0,1,0,0,0.0,0.0,0.5
fluocinonide,0.0,5,1,1,0.0,0.4,0.5
benzoyl peroxide / sulfur,0.0,1,0,0,0.0,0.0,0.5
berinert,0.0,1,0,0,0.0,0.0,0.5
betapace,0.0,1,0,0,0.0,0.0,0.5
fluoride,0.0,1,0,0,0.0,0.0,0.5
zometa,0.0,3,0,0,0.0,0.0,0.5
fluoroplex,0.0,1,0,0,0.0,0.0,0.5
zomig-zmt,0.0,1,0,0,1.0,0.0,0.5
onglyza,0.0,2,0,0,0.0,0.0,0.5
opcicon one-step,0.0,1,0,0,0.0,1.0,0.5
conzip,0.0,1,0,0,0.0,0.0,0.5
opsumit,0.0,1,0,0,0.0,0.0,0.5
toujeo,0.0,1,0,0,0.0,0.0,0.5
orajel,0.0,1,0,0,0.0,0.0,0.5
toujeo solostar,0.0,1,0,0,0.0,1.0,0.5
peg-3350 with electolytes,0.0,1,0,0,0.0,0.0,0.5
peginterferon alfa-2a,0.0,4,1,1,0.0,0.25,0.5
pemetrexed,0.0,1,0,0,0.0,0.0,0.5
tranxene sd,0.0,1,0,0,0.0,0.0,0.5
penicillin g benzathine,0.0,1,0,0,0.0,0.0,0.5
ornex,0.0,1,0,0,0.0,0.0,0.5
travatan,0.0,1,0,0,0.0,0.0,0.5
travoprost,0.0,2,0,0,0.0,0.0,0.5
omnaris,0.0,2,0,0,0.0,0.0,0.5
vectibix,0.0,1,0,0,0.0,0.0,0.5
vectical,0.0,1,0,0,0.0,0.0,0.5
onexton,0.0,2,0,0,0.0,0.5,0.5
dilantin,0.0,9,2,1,0.2222222222222222,0.3333333333333333,0.5
venofer,0.0,1,0,0,0.0,1.0,0.5
toradol iv / im,0.0,1,0,0,0.0,0.0,0.5
coq10,0.0,1,0,0,0.0,0.0,0.5
cordarone,0.0,1,0,0,0.0,0.0,0.5
dimetapp children's cold & cough,0.0,1,0,0,0.0,0.0,0.5
dinoprostone,0.0,2,0,0,0.0,0.0,0.5
coricidin hbp cold & flu,0.0,1,0,0,0.0,0.0,0.5
corlanor,0.0,1,0,0,0.0,0.0,0.5
oxistat,0.0,1,0,0,0.0,0.0,0.5
CAPECITABINE,0.0,1,0,0,0.0,1.0,0.5
CINACALCET HYDROCHLORIDE,0.0,1,0,0,0.0,1.0,0.5
DALFAMPRIDINE,0.0,1,0,0,0.0,1.0,0.5
DENOSUMAB,0.0,1,0,0,0.0,1.0,0.5
DOXAZOSIN,0.0,1,0,0,0.0,1.0,0.5
ESOMEPRAZOLE MAGNESIUM,0.0,1,0,0,0.0,1.0,0.5
GADODIAMIDE,0.0,1,0,0,0.0,1.0,0.5
GOLIMUMAB,0.0,1,0,0,0.0,1.0,0.5
INFLIXIMAB,0.0,2,0,0,0.0,1.0,0.5
zzzquil,0.0,1,0,0,0.0,0.0,0.5
ABATACEPT,0.0,1,0,0,0.0,1.0,0.5
cortef,0.0,1,0,0,1.0,0.0,0.5
ortho-cept,0.0,3,1,1,0.0,0.3333333333333333,0.5
ortho-novum 1 / 35,0.0,4,2,2,0.0,0.5,0.5
zetia,0.0,9,1,0,0.1111111111111111,0.2222222222222222,0.5
ospemifene,0.0,2,0,0,0.0,0.0,0.5
corticotropin,0.0,4,1,1,0.0,0.5,0.5
cortisporin otic,0.0,1,0,0,0.0,0.0,0.5
cortizone-10,0.0,1,0,0,0.0,0.0,0.5
paclitaxel,0.0,2,0,0,0.0,0.0,0.5
zovia 1 / 35,0.0,1,0,0,0.0,1.0,0.5
gabitril,0.0,1,0,0,0.0,0.0,0.5
diflorasone,0.0,1,0,0,0.0,0.0,0.5
gamunex-c,0.0,1,0,0,0.0,0.0,0.5
NAPROXEN,0.0,1,0,0,0.0,1.0,0.5
OMEPRAZOLE,0.0,1,0,0,0.0,1.0,0.5
OXYCODONE,0.0,1,0,0,0.0,1.0,0.5
PREGABALIN,0.0,3,0,0,0.0,1.0,0.5
QUETIAPINE,0.0,1,0,0,0.0,1.0,0.5
SERTRALINE,0.0,1,0,0,0.0,1.0,0.5
zirgan,0.0,1,0,0,0.0,1.0,0.5
azithromycin,-0.0007142857142857149,140,31,19,0.02857142857142857,0.17857142857142858,0.49964285714285717
minocycline,-0.0009090909090909098,110,31,26,0.22727272727272727,0.2727272727272727,0.49954545454545457
bupropion,-0.0034482758620689668,261,74,48,0.12643678160919541,0.31417624521072796,0.4982758620689655
cefdinir,-0.007894736842105265,38,9,6,0.0,0.13157894736842105,0.49605263157894736
albuterol,-0.010526315789473694,19,5,1,0.0,0.10526315789473684,0.49473684210526314
levonorgestrel,-0.010654205607476638,1070,239,210,0.08224299065420561,0.3532710280373832,0.4946728971962617
lamotrigine,-0.010897435897435899,156,44,25,0.17307692307692307,0.28846153846153844,0.49455128205128207
yuvafem,-0.01111111111111112,9,2,0,0.0,0.1111111111111111,0.49444444444444446
prazosin,-0.012000000000000002,25,8,6,0.04,0.2,0.494
strattera,-0.012500000000000002,72,22,17,0.4166666666666667,0.3333333333333333,0.49375
vyvanse,-0.012878787878787884,132,38,14,0.4166666666666667,0.26515151515151514,0.49356060606060603
vilazodone,-0.014782608695652176,115,33,18,0.22608695652173913,0.26956521739130435,0.4926086956521739
moviprep,-0.015555555555555557,45,11,2,0.08888888888888889,0.24444444444444444,0.4922222222222222
cyproheptadine,-0.015625,32,8,6,0.0625,0.34375,0.4921875
finasteride,-0.01578947368421053,19,3,2,0.15789473684210525,0.10526315789473684,0.4921052631578947
levocetirizine,-0.016216216216216217,37,9,5,0.02702702702702703,0.10810810810810811,0.49189189189189186
latuda,-0.01647058823529412,85,26,18,0.2,0.4470588235294118,0.49176470588235294
lutera,-0.017391304347826084,69,16,14,0.043478260869565216,0.37681159420289856,0.49130434782608695
amoxicillin / clavulanate,-0.017582417582417582,91,25,18,0.0,0.15384615384615385,0.4912087912087912
belviq,-0.017610062893081764,159,43,19,0.07547169811320754,0.4025157232704403,0.4911949685534591
carbamazepine,-0.01764705882352941,51,12,8,0.11764705882352941,0.1568627450980392,0.49117647058823527
armodafinil,-0.017777777777777778,45,10,7,0.06666666666666667,0.15555555555555556,0.4911111111111111
mirena,-0.02108108108108108,370,71,75,0.13243243243243244,0.34594594594594597,0.48945945945945946
ledipasvir / sofosbuvir,-0.021212121212121213,66,19,18,0.030303030303030304,0.25757575757575757,0.4893939393939394
risperdal,-0.021739130434782608,23,3,1,0.0,0.13043478260869565,0.4891304347826087
nucynta er,-0.02307692307692307,13,4,2,0.38461538461538464,0.15384615384615385,0.48846153846153845
bactrim,-0.023636363636363636,55,14,13,0.01818181818181818,0.16363636363636364,0.48818181818181816
delsym,-0.023809523809523808,21,3,2,0.0,0.23809523809523808,0.4880952380952381
keppra,-0.02631578947368421,38,9,6,0.10526315789473684,0.18421052631578946,0.4868421052631579
luvox,-0.02727272727272728,11,3,1,0.2727272727272727,0.2727272727272727,0.4863636363636364
beclomethasone,-0.02727272727272728,11,3,2,0.18181818181818182,0.18181818181818182,0.4863636363636364
valproic acid,-0.02727272727272728,11,2,1,0.0,0.18181818181818182,0.4863636363636364
solifenacin,-0.027777777777777776,18,3,3,0.05555555555555555,0.05555555555555555,0.4861111111111111
armour thyroid,-0.028571428571428574,21,6,3,0.09523809523809523,0.09523809523809523,0.4857142857142857
morphine,-0.030000000000000006,50,9,2,0.4,0.2,0.485
fluconazole,-0.031578947368421054,57,14,10,0.05263157894736842,0.12280701754385964,0.4842105263157895
cymbalta,-0.032314410480349345,229,72,51,0.21397379912663755,0.2052401746724891,0.48384279475982533
tranylcypromine,-0.03333333333333333,15,3,3,0.4,0.26666666666666666,0.48333333333333334
pitavastatin,-0.03333333333333334,9,2,1,0.1111111111111111,0.2222222222222222,0.48333333333333334
doryx,-0.03333333333333334,9,1,0,0.0,0.2222222222222222,0.48333333333333334
vistaril,-0.03461538461538462,26,6,4,0.23076923076923078,0.15384615384615385,0.4826923076923077
aubra,-0.03571428571428571,28,7,8,0.07142857142857142,0.39285714285714285,0.48214285714285715
dextromethorphan,-0.036585365853658534,41,7,3,0.0,0.04878048780487805,0.4817073170731707
liothyronine,-0.037500000000000006,8,1,0,0.0,0.125,0.48125
nortriptyline,-0.03827160493827161,81,19,13,0.41975308641975306,0.2345679012345679,0.4808641975308642
librax,-0.038461538461538464,13,2,2,0.0,0.15384615384615385,0.4807692307692308
atomoxetine,-0.039393939393939405,66,19,11,0.36363636363636365,0.36363636363636365,0.4803030303030303
geodon,-0.04,50,11,7,0.28,0.24,0.48
amphetamine / dextroamphetamine,-0.04017857142857143,112,27,18,0.4107142857142857,0.30357142857142855,0.4799107142857143
wellbutrin xl,-0.040625,32,6,5,0.03125,0.125,0.4796875
megestrol,-0.041666666666666664,12,3,3,0.08333333333333333,0.16666666666666666,0.4791666666666667
veltin,-0.042857142857142864,7,1,0,0.0,0.42857142857142855,0.4785714285714286
baclofen,-0.04363636363636364,55,15,4,0.21818181818181817,0.14545454545454545,0.47818181818181815
ramipril,-0.045454545454545456,11,2,2,0.36363636363636365,0.0,0.4772727272727273
ciprofloxacin,-0.04591836734693878,98,24,17,0.02040816326530612,0.21428571428571427,0.4770408163265306
loestrin 24 fe,-0.046308724832214765,149,34,34,0.0738255033557047,0.37583892617449666,0.47684563758389265
yaz,-0.04666666666666666,120,31,33,0.05,0.36666666666666664,0.4766666666666667
crestor,-0.047058823529411764,17,3,2,0.11764705882352941,0.17647058823529413,0.4764705882352941
propranolol,-0.04743589743589744,156,38,32,0.391025641025641,0.28846153846153844,0.47628205128205126
zolpidem,-0.047692307692307694,130,38,30,0.13846153846153847,0.16153846153846155,0.47615384615384615
ethinyl estradiol / levonorgestrel,-0.0499054820415879,529,110,116,0.024574669187145556,0.3780718336483932,0.4750472589792061
keflex,-0.05,10,1,0,0.0,0.0,0.475
zepatier,-0.05,8,2,1,0.0,0.375,0.475
creon,-0.05000000000000001,6,1,0,0.16666666666666666,0.16666666666666666,0.475
chlorzoxazone,-0.05,10,2,2,0.0,0.0,0.475
diamox,-0.05,10,2,2,0.2,0.2,0.475
gabapentin,-0.05226480836236934,287,80,42,0.11149825783972125,0.21951219512195122,0.4738675958188153
ropinirole,-0.05333333333333333,45,9,4,0.1111111111111111,0.15555555555555556,0.47333333333333333
fluticasone / vilanterol,-0.05454545454545456,11,2,0,0.0,0.09090909090909091,0.4727272727272727
lyrica,-0.05491803278688525,122,28,21,0.22950819672131148,0.11475409836065574,0.4725409836065574
plan b one-step,-0.055238095238095246,105,26,24,0.01904761904761905,0.3333333333333333,0.4723809523809524
donepezil,-0.05555555555555555,9,2,2,0.2222222222222222,0.0,0.4722222222222222
vraylar,-0.05555555555555555,18,5,4,0.0,0.3333333333333333,0.4722222222222222
tamoxifen,-0.05625,16,2,1,0.125,0.3125,0.471875
losartan,-0.05849056603773585,53,11,10,0.37735849056603776,0.22641509433962265,0.4707547169811321
wellbutrin sr,-0.058823529411764705,17,5,5,0.23529411764705882,0.35294117647058826,0.47058823529411764
amitriptyline,-0.06008968609865471,223,59,46,0.42152466367713004,0.22869955156950672,0.46995515695067264
topamax,-0.06022727272727273,88,22,15,0.17045454545454544,0.25,0.46988636363636366
avelox,-0.06060606060606061,33,9,8,0.030303030303030304,0.12121212121212122,0.4696969696969697
clarithromycin,-0.06071428571428571,84,21,20,0.03571428571428571,0.19047619047619047,0.46964285714285714
medroxyprogesterone,-0.060966542750929366,269,53,61,0.05947955390334572,0.3754646840148699,0.4695167286245353
nifedipine,-0.0625,16,2,2,0.0625,0.0625,0.46875
insulin degludec,-0.0625,8,1,0,0.0,0.125,0.46875
hydrochlorothiazide / lisinopril,-0.0625,8,1,0,0.0,0.25,0.46875
synthroid,-0.0625,24,5,3,0.125,0.25,0.46875
fluoxetine,-0.06465517241379311,232,62,49,0.33189655172413796,0.2801724137931034,0.4676724137931034
eszopiclone,-0.065625,32,8,5,0.0625,0.15625,0.4671875
milnacipran,-0.06571428571428571,70,21,18,0.08571428571428572,0.17142857142857143,0.46714285714285714
levofloxacin,-0.06626506024096386,83,16,12,0.04819277108433735,0.1927710843373494,0.46686746987951805
tri-lo-sprintec,-0.06666666666666667,15,3,4,0.0,0.5333333333333333,0.4666666666666667
lupron,-0.06666666666666667,12,3,3,0.0,0.08333333333333333,0.4666666666666667
norethindrone,-0.06788990825688074,109,22,24,0.027522935779816515,0.3486238532110092,0.46605504587155966
rituximab,-0.06875,16,4,2,0.25,0.1875,0.465625
levaquin,-0.07037037037037036,54,12,11,0.018518518518518517,0.2037037037037037,0.4648148148148148
zyclara,-0.07142857142857142,7,1,1,0.0,0.2857142857142857,0.4642857142857143
paxil,-0.07203389830508475,118,35,26,0.2711864406779661,0.17796610169491525,0.4639830508474576
cozaar,-0.07272727272727274,11,2,1,0.2727272727272727,0.18181818181818182,0.4636363636363636
xyzal,-0.07407407407407407,27,5,5,0.0,0.18518518518518517,0.46296296296296297
ziprasidone,-0.07424242424242425,66,13,12,0.16666666666666666,0.30303030303030304,0.4628787878787879
byetta,-0.075,12,4,4,0.08333333333333333,0.16666666666666666,0.4625
fetzima,-0.07575757575757576,33,7,4,0.21212121212121213,0.30303030303030304,0.4621212121212121
homatropine / hydrocodone,-0.07692307692307693,13,4,4,0.0,0.0,0.46153846153846156
hydroxychloroquine,-0.07777777777777778,36,9,10,0.05555555555555555,0.2222222222222222,0.46111111111111114
buprenorphine,-0.08035714285714286,56,15,4,0.21428571428571427,0.2857142857142857,0.45982142857142855
bisacodyl,-0.08128654970760234,171,37,46,0.04678362573099415,0.2631578947368421,0.45935672514619885
atarax,-0.08235294117647059,17,2,1,0.29411764705882354,0.23529411764705882,0.4588235294117647
camrese,-0.08260869565217391,23,4,4,0.0,0.43478260869565216,0.45869565217391306
ibrutinib,-0.08333333333333333,6,0,0,0.0,0.0,0.4583333333333333
verapamil,-0.08333333333333333,18,3,3,0.16666666666666666,0.1111111111111111,0.4583333333333333
capsaicin,-0.08333333333333333,12,1,1,0.0,0.08333333333333333,0.4583333333333333
savella,-0.08703703703703704,54,15,12,0.2222222222222222,0.2222222222222222,0.4564814814814815
taytulla,-0.0875,16,3,3,0.0,0.5,0.45625
minoxidil,-0.08888888888888889,18,2,2,0.05555555555555555,0.2222222222222222,0.45555555555555555
triazolam,-0.08888888888888889,9,3,3,0.1111111111111111,0.1111111111111111,0.45555555555555555
atorvastatin,-0.08888888888888889,27,4,4,0.37037037037037035,0.2222222222222222,0.45555555555555555
imatinib,-0.08888888888888889,9,2,2,0.0,0.0,0.45555555555555555
atenolol,-0.0896551724137931,29,6,6,0.06896551724137931,0.2413793103448276,0.45517241379310347
ethinyl estradiol / norelgestromin,-0.09040000000000001,125,30,39,0.016,0.36,0.4548
allegra,-0.09090909090909091,11,2,2,0.18181818181818182,0.18181818181818182,0.45454545454545453
insulin glargine,-0.09090909090909091,11,2,2,0.0,0.0,0.45454545454545453
prolia,-0.09090909090909091,11,1,2,0.0,0.09090909090909091,0.45454545454545453
drospirenone / ethinyl estradiol,-0.09486166007905138,253,63,74,0.05533596837944664,0.3675889328063241,0.4525691699604743
celexa,-0.09664429530201342,149,41,43,0.26174496644295303,0.2953020134228188,0.45167785234899327
arthrotec,-0.1,5,0,0,0.2,0.2,0.45
ortho tri-cyclen,-0.1,37,10,12,0.13513513513513514,0.43243243243243246,0.45
amlodipine / olmesartan,-0.1,16,3,3,0.0,0.3125,0.45
cheratussin ac,-0.1,5,0,0,0.0,0.0,0.45
serzone,-0.10000000000000002,3,1,0,0.0,0.0,0.45
januvia,-0.1,13,1,1,0.15384615384615385,0.15384615384615385,0.45
bunavail,-0.1,4,1,0,0.25,0.5,0.45
efavirenz / emtricitabine / tenofovir,-0.1,15,2,3,0.0,0.2,0.45
sovaldi,-0.1,5,0,0,0.0,0.0,0.45
monurol,-0.10000000000000002,3,1,0,0.0,0.3333333333333333,0.45
tylenol pm,-0.1,4,1,0,0.0,0.25,0.45
pravastatin,-0.1,5,0,0,0.2,0.2,0.45
ranolazine,-0.1,5,1,1,0.2,0.0,0.45
aviane,-0.10246913580246915,81,17,24,0.04938271604938271,0.2962962962962963,0.4487654320987654
lisinopril,-0.10449438202247192,89,13,14,0.24719101123595505,0.19101123595505617,0.447752808988764
lorcaserin,-0.10532544378698225,169,36,27,0.07100591715976332,0.31952662721893493,0.44733727810650886
ramelteon,-0.10555555555555557,18,4,3,0.0,0.16666666666666666,0.4472222222222222
valium,-0.10588235294117647,34,7,6,0.14705882352941177,0.14705882352941177,0.4470588235294118
pregabalin,-0.10592105263157896,152,37,35,0.27631578947368424,0.19078947368421054,0.44703947368421054
guaifenesin / pseudoephedrine,-0.10606060606060606,33,7,6,0.030303030303030304,0.24242424242424243,0.44696969696969696
oxcarbazepine,-0.10606060606060606,33,8,7,0.0,0.2727272727272727,0.44696969696969696
aripiprazole,-0.10656934306569343,137,30,34,0.145985401459854,0.17518248175182483,0.4467153284671533
apremilast,-0.1108695652173913,46,11,13,0.10869565217391304,0.17391304347826086,0.44456521739130433
zarah,-0.1111111111111111,9,2,3,0.0,0.2222222222222222,0.4444444444444444
hydrochlorothiazide / triamterene,-0.1111111111111111,9,1,2,0.1111111111111111,0.3333333333333333,0.4444444444444444
ms contin,-0.1111111111111111,9,2,2,0.5555555555555556,0.0,0.4444444444444444
campral,-0.11153846153846156,26,7,0,0.0,0.19230769230769232,0.4442307692307692
subutex,-0.11176470588235296,17,5,0,0.058823529411764705,0.29411764705882354,0.4441176470588235
depo-provera,-0.11217391304347826,230,37,51,0.04782608695652174,0.3695652173913043,0.4439130434782609
junel fe 1.5 / 30,-0.1125,16,2,3,0.25,0.1875,0.44375
nadolol,-0.1142857142857143,7,1,1,0.2857142857142857,0.14285714285714285,0.44285714285714284
dermal filler,-0.1142857142857143,7,1,1,0.0,0.14285714285714285,0.44285714285714284
gilenya,-0.11538461538461539,13,2,3,0.07692307692307693,0.15384615384615385,0.4423076923076923
teriparatide,-0.11538461538461539,13,2,3,0.07692307692307693,0.38461538461538464,0.4423076923076923
loseasonique,-0.11538461538461539,26,3,5,0.0,0.11538461538461539,0.4423076923076923
abacavir / dolutegravir / lamivudine,-0.11764705882352941,17,4,6,0.0,0.23529411764705882,0.4411764705882353
librium,-0.11904761904761904,21,6,0,0.23809523809523808,0.19047619047619047,0.44047619047619047
ethinyl estradiol / etonogestrel,-0.11988950276243093,181,35,49,0.027624309392265192,0.281767955801105,0.44005524861878453
methadone,-0.12403846153846154,104,20,2,0.20192307692307693,0.21153846153846154,0.43798076923076923
depakote,-0.12413793103448276,29,7,7,0.06896551724137931,0.2413793103448276,0.4379310344827586
vimovo,-0.125,4,0,0,0.25,0.25,0.4375
tarceva,-0.125,8,2,3,0.0,0.0,0.4375
haloperidol,-0.125,12,2,3,0.08333333333333333,0.25,0.4375
roxicodone,-0.125,12,1,1,0.3333333333333333,0.08333333333333333,0.4375
quasense,-0.125,8,1,2,0.0,0.5,0.4375
octreotide,-0.125,4,1,1,0.5,0.0,0.4375
my way,-0.125,8,1,2,0.25,0.375,0.4375
mydayis,-0.125,4,1,1,0.25,0.25,0.4375
zonisamide,-0.125,12,0,1,0.08333333333333333,0.0,0.4375
piroxicam,-0.125,4,0,0,0.25,0.25,0.4375
methotrexate,-0.12631578947368421,38,7,9,0.15789473684210525,0.18421052631578946,0.4368421052631579
nexplanon,-0.12644230769230771,624,102,159,0.020833333333333332,0.4519230769230769,0.43677884615384616
silodosin,-0.12727272727272726,22,3,3,0.18181818181818182,0.22727272727272727,0.4363636363636364
divalproex sodium,-0.12745098039215685,51,12,17,0.0784313725490196,0.2549019607843137,0.4362745098039216
levora,-0.1275,40,8,10,0.025,0.325,0.43625
gildess fe 1 / 20,-0.12790697674418605,43,6,11,0.11627906976744186,0.37209302325581395,0.436046511627907
ovcon 35,-0.12857142857142856,7,2,2,0.0,0.42857142857142855,0.4357142857142857
leuprolide,-0.12926829268292683,41,5,8,0.07317073170731707,0.2926829268292683,0.4353658536585366
topiramate,-0.129375,160,23,21,0.2625,0.30625,0.4353125
jolessa,-0.13043478260869565,23,4,7,0.043478260869565216,0.30434782608695654,0.43478260869565216
nuvigil,-0.13157894736842105,38,7,10,0.0,0.15789473684210525,0.4342105263157895
"multivitamin, prenatal",-0.13333333333333333,15,4,6,0.0,0.06666666666666667,0.43333333333333335
risedronate,-0.13333333333333333,6,1,1,0.16666666666666666,0.16666666666666666,0.43333333333333335
endocet,-0.13333333333333333,6,1,1,0.16666666666666666,0.0,0.43333333333333335
lamictal,-0.13333333333333333,72,14,10,0.1111111111111111,0.20833333333333334,0.43333333333333335
doxepin,-0.13421052631578947,38,9,12,0.21052631578947367,0.05263157894736842,0.4328947368421053
temazepam,-0.13695652173913042,46,10,9,0.1956521739130435,0.15217391304347827,0.4315217391304348
seasonique,-0.13818181818181818,55,8,13,0.03636363636363636,0.38181818181818183,0.4309090909090909
etonogestrel,-0.1387238723872387,909,154,255,0.0176017601760176,0.385038503850385,0.43063806380638064
rivaroxaban,-0.13999999999999999,20,4,6,0.15,0.35,0.43
levetiracetam,-0.14146341463414633,41,8,9,0.0975609756097561,0.12195121951219512,0.4292682926829268
implanon,-0.14269340974212033,349,63,105,0.011461318051575931,0.37822349570200575,0.42865329512893985
prozac,-0.14285714285714285,126,34,39,0.2857142857142857,0.373015873015873,0.4285714285714286
codeine,-0.14285714285714285,7,1,1,0.0,0.0,0.4285714285714286
fesoterodine,-0.14285714285714285,7,0,1,0.0,0.14285714285714285,0.4285714285714286
clopidogrel,-0.14285714285714285,7,0,1,0.14285714285714285,0.14285714285714285,0.4285714285714286
bismuth subsalicylate,-0.14285714285714285,7,0,1,0.0,0.0,0.4285714285714286
diovan,-0.14285714285714285,7,1,1,0.14285714285714285,0.14285714285714285,0.4285714285714286
febuxostat,-0.14285714285714285,7,1,1,0.14285714285714285,0.0,0.4285714285714286
votrient,-0.14285714285714285,7,1,2,0.0,0.14285714285714285,0.4285714285714286
ambien cr,-0.14285714285714285,14,3,5,0.0,0.0,0.4285714285714286
linagliptin,-0.14285714285714285,7,1,2,0.0,0.0,0.4285714285714286
amiodarone,-0.14285714285714285,7,1,2,0.0,0.14285714285714285,0.4285714285714286
sertraline,-0.1448888888888889,450,113,133,0.38666666666666666,0.3288888888888889,0.4275555555555556
desogestrel / ethinyl estradiol,-0.14513888888888887,144,25,40,0.027777777777777776,0.2638888888888889,0.42743055555555554
zyprexa,-0.14545454545454545,33,8,9,0.15151515151515152,0.12121212121212122,0.42727272727272725
xolair,-0.14545454545454548,11,1,1,0.0,0.2727272727272727,0.42727272727272725
tylenol with codeine #3,-0.14782608695652175,23,4,3,0.043478260869565216,0.08695652173913043,0.4260869565217391
acamprosate,-0.14827586206896554,29,8,1,0.0,0.20689655172413793,0.42586206896551726
nuvaring,-0.14858757062146893,177,30,50,0.04519774011299435,0.3672316384180791,0.4257062146892655
xulane,-0.14871794871794872,39,7,12,0.02564102564102564,0.3333333333333333,0.4256410256410256
clobex,-0.15000000000000002,4,1,0,0.0,0.0,0.425
moxifloxacin,-0.15151515151515152,33,6,8,0.0,0.06060606060606061,0.42424242424242425
metronidazole,-0.1521551724137931,232,48,70,0.034482758620689655,0.38362068965517243,0.42392241379310347
portia,-0.15217391304347827,23,4,7,0.0,0.34782608695652173,0.42391304347826086
thyroid desiccated,-0.15365853658536585,41,9,10,0.14634146341463414,0.12195121951219512,0.42317073170731706
blisovi fe 1 / 20,-0.15384615384615385,13,1,3,0.0,0.38461538461538464,0.4230769230769231
femara,-0.15384615384615385,13,2,4,0.07692307692307693,0.23076923076923078,0.4230769230769231
