drug_name,trust_score,total_reviews,positive_reviews,side_effects,age_completion,gender_completion
loseasonique,0.4423076923076923,26,3,5,0.0,0.11538461538461539
gilenya,0.4423076923076923,13,2,3,0.07692307692307693,0.15384615384615385
abacavir / dolutegravir / lamivudine,0.4411764705882353,17,4,6,0.0,0.23529411764705882
librium,0.44047619047619047,21,6,0,0.23809523809523808,0.19047619047619047
ethinyl estradiol / etonogestrel,0.44005524861878453,181,35,49,0.027624309392265192,0.281767955801105
methadone,0.43798076923076923,104,20,2,0.20192307692307693,0.21153846153846154
depakote,0.4379310344827586,29,7,7,0.06896551724137931,0.2413793103448276
piroxicam,0.4375,4,0,0,0.25,0.25
roxicodone,0.4375,12,1,1,0.3333333333333333,0.08333333333333333
quasense,0.4375,8,1,2,0.0,0.5
mydayis,0.4375,4,1,1,0.25,0.25
tarceva,0.4375,8,2,3,0.0,0.0
my way,0.4375,8,1,2,0.25,0.375
zonisamide,0.4375,12,0,1,0.08333333333333333,0.0
haloperidol,0.4375,12,2,3,0.08333333333333333,0.25
vimovo,0.4375,4,0,0,0.25,0.25
octreotide,0.4375,4,1,1,0.5,0.0
methotrexate,0.4368421052631579,38,7,9,0.15789473684210525,0.18421052631578946
nexplanon,0.43677884615384616,624,102,159,0.020833333333333332,0.4519230769230769
silodosin,0.4363636363636364,22,3,3,0.18181818181818182,0.22727272727272727
divalproex sodium,0.4362745098039216,51,12,17,0.0784313725490196,0.2549019607843137
levora,0.43625,40,8,10,0.025,0.325
gildess fe 1 / 20,0.436046511627907,43,6,11,0.11627906976744186,0.37209302325581395
ovcon 35,0.4357142857142857,7,2,2,0.0,0.42857142857142855
leuprolide,0.4353658536585366,41,5,8,0.07317073170731707,0.2926829268292683
topiramate,0.4353125,160,23,21,0.2625,0.30625
jolessa,0.43478260869565216,23,4,7,0.043478260869565216,0.30434782608695654
nuvigil,0.4342105263157895,38,7,10,0.0,0.15789473684210525
endocet,0.43333333333333335,6,1,1,0.16666666666666666,0.0
lamictal,0.43333333333333335,72,14,10,0.1111111111111111,0.20833333333333334
"multivitamin, prenatal",0.43333333333333335,15,4,6,0.0,0.06666666666666667
risedronate,0.43333333333333335,6,1,1,0.16666666666666666,0.16666666666666666
doxepin,0.4328947368421053,38,9,12,0.21052631578947367,0.05263157894736842
temazepam,0.4315217391304348,46,10,9,0.1956521739130435,0.15217391304347827
seasonique,0.4309090909090909,55,8,13,0.03636363636363636,0.38181818181818183
etonogestrel,0.43063806380638064,909,154,255,0.0176017601760176,0.385038503850385
rivaroxaban,0.43,20,4,6,0.15,0.35
levetiracetam,0.4292682926829268,41,8,9,0.0975609756097561,0.12195121951219512
implanon,0.42865329512893985,349,63,105,0.011461318051575931,0.37822349570200575
diovan,0.4285714285714286,7,1,1,0.14285714285714285,0.14285714285714285
prozac,0.4285714285714286,126,34,39,0.2857142857142857,0.373015873015873
bismuth subsalicylate,0.4285714285714286,7,0,1,0.0,0.0
amiodarone,0.4285714285714286,7,1,2,0.0,0.14285714285714285
ambien cr,0.4285714285714286,14,3,5,0.0,0.0
codeine,0.4285714285714286,7,1,1,0.0,0.0
febuxostat,0.4285714285714286,7,1,1,0.14285714285714285,0.0
clopidogrel,0.4285714285714286,7,0,1,0.14285714285714285,0.14285714285714285
fesoterodine,0.4285714285714286,7,0,1,0.0,0.14285714285714285
votrient,0.4285714285714286,7,1,2,0.0,0.14285714285714285
linagliptin,0.4285714285714286,7,1,2,0.0,0.0
sertraline,0.4275555555555556,450,112,132,0.38222222222222224,0.3244444444444444
desogestrel / ethinyl estradiol,0.42743055555555554,144,25,40,0.027777777777777776,0.2638888888888889
zyprexa,0.42727272727272725,33,8,9,0.15151515151515152,0.12121212121212122
xolair,0.42727272727272725,11,1,1,0.0,0.2727272727272727
tylenol with codeine #3,0.4260869565217391,23,4,3,0.043478260869565216,0.08695652173913043
acamprosate,0.42586206896551726,29,8,1,0.0,0.20689655172413793
nuvaring,0.4257062146892655,177,30,50,0.04519774011299435,0.3672316384180791
xulane,0.4256410256410256,39,7,12,0.02564102564102564,0.3333333333333333
duloxetine,0.4250871080139373,287,63,57,0.24041811846689895,0.2229965156794425
clobex,0.425,4,1,0,0.0,0.0
moxifloxacin,0.42424242424242425,33,6,8,0.0,0.06060606060606061
metronidazole,0.42392241379310347,232,48,70,0.034482758620689655,0.38362068965517243
portia,0.42391304347826086,23,4,7,0.0,0.34782608695652173
thyroid desiccated,0.42317073170731706,41,9,10,0.14634146341463414,0.12195121951219512
femara,0.4230769230769231,13,2,4,0.07692307692307693,0.23076923076923078
blisovi fe 1 / 20,0.4230769230769231,13,1,3,0.0,0.38461538461538464
qsymia,0.42258064516129035,93,13,8,0.0967741935483871,0.43010752688172044
letrozole,0.42105263157894735,19,4,6,0.15789473684210525,0.42105263157894735
ethinyl estradiol / norgestimate,0.42094017094017094,585,111,178,0.03076923076923077,0.3811965811965812
edex,0.42,5,1,0,0.4,0.2
amlodipine,0.42,55,6,11,0.2545454545454545,0.2909090909090909
prepopik,0.41875,24,3,0,0.08333333333333333,0.08333333333333333
trinessa,0.41785714285714287,84,15,28,0.023809523809523808,0.35714285714285715
coricidin hbp cough & cold,0.4166666666666667,3,0,0,0.0,0.0
paliperidone,0.4166666666666667,24,3,5,0.08333333333333333,0.20833333333333334
lioresal,0.4166666666666667,3,0,0,0.0,0.0
rebif,0.4166666666666667,3,1,1,0.6666666666666666,0.3333333333333333
cyanocobalamin,0.4166666666666667,3,0,0,0.0,0.0
rotigotine,0.4166666666666667,6,0,1,0.16666666666666666,0.16666666666666666
dronabinol,0.4166666666666667,9,1,2,0.1111111111111111,0.2222222222222222
elavil,0.4166666666666667,33,4,6,0.45454545454545453,0.15151515151515152
kombiglyze xr,0.4166666666666667,3,0,0,0.0,0.0
excedrin,0.4166666666666667,3,0,0,0.0,0.0
darifenacin,0.4166666666666667,3,0,0,0.6666666666666666,0.0
dalmane,0.4166666666666667,3,1,1,0.3333333333333333,0.3333333333333333
zantac 150,0.4166666666666667,6,1,2,0.0,0.0
forteo,0.4166666666666667,6,0,1,0.5,0.16666666666666666
formoterol / mometasone,0.4166666666666667,6,1,1,0.16666666666666666,0.16666666666666666
orencia,0.4166666666666667,3,0,0,0.0,0.0
fentora,0.4166666666666667,3,0,0,0.0,0.3333333333333333
human papillomavirus vaccine,0.4166666666666667,6,0,1,0.0,0.3333333333333333
quillivant xr,0.4166666666666667,3,1,1,0.0,0.0
hydrea,0.4166666666666667,3,0,0,0.0,0.0
azo-standard,0.4166666666666667,3,1,1,0.0,0.0
gavilyte-g,0.4166666666666667,3,0,0,0.0,0.6666666666666666
metoprolol tartrate,0.4166666666666667,3,0,0,0.0,0.0
progesterone,0.4166666666666667,9,1,2,0.3333333333333333,0.4444444444444444
dupixent,0.4166666666666667,3,0,0,0.0,0.6666666666666666
zaleplon,0.41470588235294115,17,4,3,0.23529411764705882,0.17647058823529413
suprep bowel prep kit,0.41420454545454544,176,27,23,0.05113636363636364,0.14772727272727273
desvenlafaxine,0.4139784946236559,186,42,40,0.24731182795698925,0.2903225806451613
transderm-scop,0.41333333333333333,15,4,4,0.0,0.2
clonidine,0.4126984126984127,63,15,12,0.1111111111111111,0.2698412698412698
ethinyl estradiol / norethindrone,0.41264667535853977,767,128,230,0.048239895697522815,0.3624511082138201
paxil cr,0.4125,8,2,2,0.375,0.125
evamist,0.4125,4,1,0,0.0,0.5
viibryd,0.411864406779661,118,28,28,0.3474576271186441,0.2457627118644068
ella,0.4117647058823529,17,1,4,0.0,0.11764705882352941
dalfampridine,0.4115384615384615,13,1,2,0.07692307692307693,0.15384615384615385
nicoderm cq,0.4115384615384615,13,4,0,0.15384615384615385,0.3076923076923077
metoprolol,0.4112676056338028,71,12,18,0.352112676056338,0.19718309859154928
quetiapine,0.4107142857142857,182,42,48,0.2967032967032967,0.2032967032967033
alesse,0.4107142857142857,28,5,10,0.03571428571428571,0.39285714285714285
fluvoxamine,0.4106060606060606,33,5,4,0.21212121212121213,0.21212121212121213
falmina,0.41000000000000003,10,2,3,0.0,0.3
harvoni,0.41,60,11,20,0.06666666666666667,0.23333333333333334
effexor xr,0.4094736842105263,95,22,14,0.18947368421052632,0.21052631578947367
lexapro,0.40933609958506223,241,56,79,0.26141078838174275,0.3278008298755187
conjugated estrogens,0.40909090909090906,11,1,2,0.09090909090909091,0.18181818181818182
brexpiprazole,0.40909090909090906,22,3,6,0.045454545454545456,0.3181818181818182
magnesium sulfate / potassium sulfate / sodium sulfate,0.4088757396449704,169,26,15,0.01775147928994083,0.2485207100591716
hydroxyzine,0.4079136690647482,139,31,39,0.2158273381294964,0.2446043165467626
lo loestrin fe,0.40728155339805827,206,32,62,0.038834951456310676,0.3640776699029126
metformin / sitagliptin,0.40625,8,1,2,0.0,0.125
famciclovir,0.4041666666666667,12,1,1,0.08333333333333333,0.08333333333333333
microgestin fe 1 / 20,0.40405405405405403,111,19,36,0.036036036036036036,0.35135135135135137
chantix,0.4040106951871658,187,34,28,0.06417112299465241,0.25133689839572193
ethinyl estradiol / norgestrel,0.404,50,6,11,0.02,0.26
blisovi 24 fe,0.40384615384615385,26,3,8,0.0,0.5
bactrim ds,0.40384615384615385,26,6,10,0.038461538461538464,0.5
valsartan,0.40384615384615385,13,1,3,0.07692307692307693,0.15384615384615385
ortho micronor,0.40384615384615385,26,4,9,0.0,0.3076923076923077
lupron depot,0.4026315789473684,19,2,3,0.10526315789473684,0.47368421052631576
dramamine,0.4,5,1,2,0.0,0.0
cytomel,0.4,5,1,1,0.0,0.0
zyvox,0.4,5,0,1,0.0,0.0
pneumococcal 13-valent vaccine,0.4,5,0,1,0.0,0.0
minastrin 24 fe,0.4,41,3,9,0.024390243902439025,0.21951219512195122
carvedilol,0.4,25,5,8,0.16,0.04
cartia xt,0.4,4,1,1,0.0,0.0
duragesic,0.4,13,1,0,0.3076923076923077,0.3076923076923077
vagifem,0.4,4,0,0,0.5,0.25
naloxone,0.4,5,0,0,0.2,0.2
uloric,0.4,5,0,1,0.2,0.0
trimethoprim,0.4,5,1,1,0.0,0.2
tikosyn,0.4,9,2,1,0.1111111111111111,0.1111111111111111
pegfilgrastim,0.4,5,1,2,0.0,0.2
versed,0.4,5,0,1,0.0,0.2
genvoya,0.4,10,1,3,0.1,0.2
nubain,0.4,5,1,2,0.0,0.0
edarbi,0.39999999999999997,3,1,0,0.6666666666666666,0.6666666666666666
junel fe 1 / 20,0.3983333333333333,60,8,18,0.05,0.4666666666666667
scopolamine,0.39791666666666664,24,6,9,0.041666666666666664,0.041666666666666664
citalopram,0.39647887323943665,284,69,93,0.3415492957746479,0.2852112676056338
sulfamethoxazole / trimethoprim,0.3950617283950617,162,27,46,0.024691358024691357,0.2839506172839506
terbinafine,0.39489795918367343,49,5,13,0.0,0.22448979591836735
clonazepam,0.39444444444444443,216,45,59,0.0787037037037037,0.14351851851851852
coreg,0.39166666666666666,6,0,0,0.6666666666666666,0.0
ortho cyclen,0.39166666666666666,12,4,5,0.0,0.25
escitalopram,0.39122340425531915,376,88,132,0.324468085106383,0.3351063829787234
oxazepam,0.39090909090909093,11,2,3,0.2727272727272727,0.18181818181818182
movantik,0.3903846153846154,26,4,2,0.19230769230769232,0.3076923076923077
bismuth subcitrate potassium / metronidazole / tetracycline,0.39,15,3,5,0.13333333333333333,0.2
metoclopramide,0.3898305084745763,59,10,20,0.11864406779661017,0.2033898305084746
mirtazapine,0.3887878787878788,165,35,47,0.3393939393939394,0.19393939393939394
bonine,0.3875,8,1,2,0.0,0.125
trintellix,0.3873015873015873,63,14,22,0.30158730158730157,0.3333333333333333
anastrozole,0.3870967741935484,31,4,11,0.0967741935483871,0.16129032258064516
oseltamivir,0.3867924528301887,53,9,9,0.03773584905660377,0.22641509433962265
hydrochlorothiazide / losartan,0.38636363636363635,11,0,2,0.0,0.09090909090909091
provera,0.38636363636363635,22,2,6,0.45454545454545453,0.2727272727272727
varenicline,0.38488372093023254,258,50,44,0.06976744186046512,0.23255813953488372
triumeq,0.3846153846153846,13,2,5,0.07692307692307693,0.15384615384615385
tri-sprintec,0.3844660194174757,103,20,41,0.0,0.4077669902912621
macrobid,0.38384615384615384,65,11,18,0.09230769230769231,0.15384615384615385
suboxone,0.38294117647058823,85,19,1,0.12941176470588237,0.2823529411764706
zoloft,0.38286290322580646,248,48,71,0.3790322580645161,0.3225806451612903
phentermine / topiramate,0.38177570093457946,107,12,12,0.14953271028037382,0.2897196261682243
terconazole,0.3815789473684211,19,2,2,0.0,0.3157894736842105
zovia,0.38125,8,2,2,0.0,0.375
zyban,0.38055555555555554,18,3,0,0.05555555555555555,0.3888888888888889
xarelto,0.3804347826086957,23,1,5,0.08695652173913043,0.21739130434782608
effexor,0.37941176470588234,68,13,7,0.20588235294117646,0.20588235294117646
microgestin fe 1.5 / 30,0.378125,16,2,5,0.125,0.4375
lorazepam,0.3775,100,21,30,0.05,0.18
orsythia,0.3775,40,3,12,0.075,0.325
levlen,0.375,4,0,1,0.0,0.25
aspirin / dipyridamole,0.375,6,0,1,0.0,0.0
RUXOLITINIB,0.375,16,0,4,0.0,0.9375
westhroid,0.375,2,0,0,0.0,0.0
iophen-c nr,0.375,2,0,0,0.5,0.0
delsym 12 hour cough relief,0.375,2,0,0,0.0,0.0
pirbuterol,0.375,2,0,0,0.0,0.0
pembrolizumab,0.375,2,0,0,0.0,0.0
triptorelin,0.375,2,0,0,0.0,0.0
absorica,0.375,2,0,0,0.0,0.5
mexiletine,0.375,2,0,0,0.0,0.0
zostrix,0.375,2,0,0,0.0,0.0
combivent,0.375,4,0,1,0.0,0.0
amaryl,0.375,4,0,0,0.0,0.0
methylnaltrexone,0.375,10,1,1,0.1,0.2
amlodipine / valsartan,0.375,4,0,1,0.0,0.0
tenofovir,0.375,4,0,1,0.0,0.25
imbruvica,0.375,2,0,0,0.5,0.0
atenolol / chlorthalidone,0.375,2,0,0,0.0,0.0
daclatasvir,0.375,4,0,1,0.0,0.5
alosetron,0.375,2,0,0,0.0,0.5
fiorinal with codeine,0.375,2,0,0,0.0,0.0
trilafon,0.375,2,0,0,0.0,0.5
veramyst,0.375,4,0,1,0.0,0.0
toviaz,0.375,6,0,1,0.0,0.0
sensipar,0.375,2,0,0,0.0,0.0
dificid,0.375,2,0,0,0.0,0.0
claritin-d,0.375,8,1,3,0.125,0.25
mestinon,0.375,6,0,0,0.5,0.3333333333333333
nora-be,0.375,20,2,7,0.05,0.45
halflytely and bisacodyl,0.375,2,0,0,0.0,0.0
seasonale,0.375,8,0,2,0.125,0.25
mefloquine,0.375,2,0,0,0.0,0.0
chlordiazepoxide,0.3739130434782608,23,5,4,0.34782608695652173,0.391304347826087
abilify,0.3738938053097345,113,18,39,0.12389380530973451,0.168141592920354
DIVALPROEX SODIUM,0.37272727272727274,11,0,2,0.0,0.9090909090909091
errin,0.37272727272727274,11,1,3,0.0,0.45454545454545453
belbuca,0.3727272727272727,11,3,1,0.09090909090909091,0.09090909090909091
janumet,0.37142857142857144,7,1,2,0.0,0.0
paroxetine,0.36772486772486773,189,38,58,0.21693121693121692,0.31216931216931215
plaquenil,0.36764705882352944,17,1,3,0.11764705882352941,0.23529411764705882
buspirone,0.3669491525423729,118,21,35,0.2457627118644068,0.23728813559322035
evening primrose oil,0.3666666666666667,3,0,0,0.0,0.3333333333333333
nostrilla,0.3666666666666667,3,0,0,0.0,0.0
mupirocin,0.3666666666666667,3,1,1,0.0,0.0
somnote,0.3666666666666667,3,1,1,0.0,0.3333333333333333
bydureon,0.3666666666666667,27,3,8,0.0,0.25925925925925924
repaglinide,0.3666666666666667,3,0,0,0.0,0.0
clotrimazole,0.3666666666666667,3,0,0,0.0,0.0
nasacort allergy 24hr,0.3666666666666667,3,0,0,0.0,0.0
dextromethorphan / quinidine,0.3666666666666667,3,0,0,0.0,0.0
permethrin,0.3666666666666667,3,0,0,0.0,0.0
alprazolam,0.3664864864864865,185,34,54,0.0972972972972973,0.15675675675675677
trazodone,0.366243654822335,197,30,56,0.3401015228426396,0.2131979695431472
nitrofurantoin,0.366,150,21,45,0.1,0.2733333333333333
pristiq,0.36580645161290326,155,30,50,0.2064516129032258,0.23870967741935484
ambien,0.3648148148148148,81,15,26,0.13580246913580246,0.14814814814814814
buprenorphine / naloxone,0.3648,125,27,7,0.112,0.128
sprintec,0.3647058823529412,170,22,62,0.01764705882352941,0.38235294117647056
lubiprostone,0.3647058823529412,34,8,13,0.08823529411764706,0.23529411764705882
brisdelle,0.3642857142857143,7,1,2,0.0,0.42857142857142855
methamphetamine,0.3642857142857143,7,1,0,0.14285714285714285,0.2857142857142857
remeron,0.3638888888888889,36,8,11,0.2222222222222222,0.2222222222222222
tri-previfem,0.36296296296296293,27,7,13,0.0,0.2962962962962963
hysingla er,0.3625,20,3,0,0.45,0.35
mirapex,0.3625,16,2,5,0.0625,0.1875
sronyx,0.3611111111111111,27,3,10,0.0,0.2222222222222222
fentanyl transdermal system,0.3607142857142857,14,1,3,0.2857142857142857,0.14285714285714285
levothyroxine,0.3596153846153846,78,16,26,0.14102564102564102,0.23076923076923078
klonopin,0.35864197530864195,81,17,27,0.024691358024691357,0.16049382716049382
lunesta,0.3574074074074074,27,5,9,0.07407407407407407,0.07407407407407407
ortho evra,0.35737704918032787,61,10,22,0.03278688524590164,0.32786885245901637
ortho tri-cyclen lo,0.3572727272727273,55,7,19,0.03636363636363636,0.2727272727272727
exemestane,0.35714285714285715,7,2,4,0.0,0.42857142857142855
ortho-novum 7 / 7 / 7,0.35714285714285715,7,0,2,0.0,0.0
emtricitabine / rilpivirine / tenofovir,0.35714285714285715,7,0,2,0.0,0.0
erythromycin,0.35714285714285715,7,1,2,0.0,0.2857142857142857
tamiflu,0.357,50,10,15,0.02,0.12
hydrocodone,0.35526315789473684,19,1,2,0.3157894736842105,0.21052631578947367
venlafaxine,0.3544715447154472,246,46,49,0.22357723577235772,0.22357723577235772
amoxicillin / clarithromycin / lansoprazole,0.35416666666666663,12,1,4,0.25,0.75
vortioxetine,0.35390070921985817,141,25,44,0.2907801418439716,0.3049645390070922
victoza,0.3510416666666667,96,14,28,0.020833333333333332,0.20833333333333334
insulin detemir,0.35,6,0,0,0.0,0.16666666666666666
imipramine,0.35,5,1,2,0.2,0.0
sonata,0.35,10,0,2,0.1,0.2
aliskiren,0.35,6,0,1,0.16666666666666666,0.0
rozerem,0.35,10,1,3,0.0,0.1
acetaminophen / tramadol,0.35,11,2,1,0.09090909090909091,0.09090909090909091
selegiline,0.35,5,0,1,0.0,0.0
atovaquone / proguanil,0.35,5,1,2,0.0,0.6
methyl salicylate,0.35,6,1,2,0.0,0.0
estarylla,0.3484848484848485,33,5,15,0.06060606060606061,0.48484848484848486
nucynta,0.3484375,32,4,7,0.375,0.09375
clomipramine,0.34833333333333333,30,3,6,0.13333333333333333,0.13333333333333333
buspar,0.34672131147540985,61,10,15,0.36065573770491804,0.2459016393442623
citric acid / magnesium oxide / sodium picosulfate,0.3456521739130435,23,1,3,0.043478260869565216,0.13043478260869565
budesonide,0.34545454545454546,11,0,2,0.0,0.09090909090909091
lyza,0.34444444444444444,9,1,2,0.0,0.4444444444444444
loratadine / pseudoephedrine,0.34375,8,1,3,0.0,0.125
dofetilide,0.34375,8,0,0,0.0,0.125
telmisartan,0.34285714285714286,7,1,1,0.42857142857142855,0.2857142857142857
perampanel,0.3416666666666667,6,1,2,0.0,0.0
tresiba,0.34090909090909094,11,0,3,0.0,0.0
eliquis,0.3392857142857143,14,1,4,0.2857142857142857,0.2857142857142857
xanax,0.3381188118811881,101,17,34,0.1188118811881188,0.16831683168316833
guanfacine,0.33793103448275863,29,6,11,0.27586206896551724,0.1724137931034483
tofranil,0.3375,4,1,1,0.5,0.0
medrol dosepak,0.3375,4,1,1,0.0,0.0
flagyl,0.33695652173913043,23,2,8,0.0,0.2608695652173913
methadose,0.33571428571428574,7,2,2,0.14285714285714285,0.14285714285714285
lacosamide,0.33461538461538465,13,2,5,0.3076923076923077,0.3076923076923077
drospirenone / ethinyl estradiol / levomefolate calcium,0.33378378378378376,37,7,16,0.05405405405405406,0.24324324324324326
cleocin,0.33333333333333337,3,1,2,0.0,0.0
barium sulfate,0.33333333333333337,3,0,1,0.0,0.0
hytrin,0.33333333333333337,3,0,1,0.3333333333333333,0.3333333333333333
truvada,0.33333333333333337,3,0,1,0.0,0.0
cinryze,0.33333333333333337,3,1,2,0.3333333333333333,0.3333333333333333
nexavar,0.33333333333333337,3,1,2,0.0,0.0
benadryl,0.33333333333333337,3,0,1,0.0,0.0
benlysta,0.33333333333333337,3,1,2,0.0,0.0
teriflunomide,0.33333333333333337,3,0,1,0.6666666666666666,0.0
nodoz,0.33333333333333337,3,1,2,0.3333333333333333,0.3333333333333333
fenofibrate,0.33333333333333337,6,0,2,0.0,0.0
cyred,0.33333333333333337,3,0,1,0.0,0.3333333333333333
ergocalciferol,0.33333333333333337,3,0,1,0.0,0.0
cardizem,0.33333333333333337,3,0,1,0.0,0.0
estazolam,0.33333333333333337,3,0,1,0.0,0.0
vivarin,0.33333333333333337,3,1,2,0.0,0.0
vitamin b12,0.33333333333333337,3,0,1,0.0,0.0
psoriasin,0.33333333333333337,3,0,1,0.0,0.0
kava,0.33333333333333337,3,0,1,0.0,0.0
candesartan,0.33333333333333337,3,0,0,0.6666666666666666,0.6666666666666666
sprix,0.33333333333333337,3,0,1,0.0,0.0
pimtrea,0.33333333333333337,3,0,1,0.0,0.3333333333333333
DIMETHYL FUMARATE,0.33333333333333337,3,0,1,0.0,1.0
xolegel,0.33333333333333337,3,0,1,0.0,0.3333333333333333
liraglutide,0.3332460732984293,191,24,39,0.06282722513089005,0.28272251308900526
GABAPENTIN,0.32999999999999996,5,0,0,0.0,1.0
belsomra,0.32999999999999996,60,6,12,0.18333333333333332,0.23333333333333334
trulicity,0.32857142857142857,56,5,14,0.07142857142857142,0.3392857142857143
chateal,0.328125,32,5,16,0.0,0.4375
sofosbuvir / velpatasvir,0.32727272727272727,11,2,5,0.09090909090909091,0.18181818181818182
olanzapine,0.32602739726027397,73,10,27,0.1780821917808219,0.1643835616438356
exenatide,0.32558139534883723,43,3,17,0.046511627906976744,0.20930232558139536
neupro,0.325,8,0,1,0.0,0.125
generess fe,0.32499999999999996,22,2,8,0.045454545454545456,0.2727272727272727
seroquel,0.32388059701492533,67,9,27,0.208955223880597,0.14925373134328357
phenergan,0.32272727272727275,11,2,5,0.09090909090909091,0.0
morphine / naltrexone,0.3222222222222222,9,1,1,0.2222222222222222,0.0
promethazine,0.321875,48,9,23,0.14583333333333334,0.10416666666666667
tri-linyah,0.32,5,0,1,0.0,0.6
doxylamine,0.3172413793103448,29,5,11,0.27586206896551724,0.2413793103448276
mononessa,0.31666666666666665,51,10,26,0.0,0.3333333333333333
ativan,0.3160377358490566,53,5,15,0.018867924528301886,0.16981132075471697
desoxyn,0.3125,4,0,1,0.25,0.5
angeliq,0.3125,4,1,2,0.25,0.5
tanzeum,0.3125,4,0,1,0.25,0.0
hizentra,0.3125,4,0,1,0.0,0.0
multaq,0.3125,4,0,1,0.0,0.0
ziac,0.3125,4,0,1,0.0,0.0
exforge,0.3125,12,0,4,0.08333333333333333,0.08333333333333333
beyaz,0.3120689655172414,29,1,11,0.034482758620689655,0.27586206896551724
gildess fe 1.5 / 30,0.3111111111111111,9,0,2,0.1111111111111111,0.5555555555555556
suvorexant,0.3047619047619048,63,5,17,0.2857142857142857,0.15873015873015872
trileptal,0.3,10,0,2,0.1,0.2
cryselle,0.3,22,1,9,0.045454545454545456,0.3181818181818182
enskyce,0.3,2,0,0,0.0,0.0
multivitamin with iron,0.3,5,0,2,0.0,0.2
alphagan p,0.3,2,0,0,0.0,0.0
tradjenta,0.3,5,0,2,0.0,0.0
d.h.e. 45,0.3,2,0,0,0.0,0.0
bupropion / naltrexone,0.2989669421487603,242,29,64,0.04132231404958678,0.3760330578512397
naloxegol,0.29705882352941176,34,5,3,0.08823529411764706,0.23529411764705882
contrave,0.2967871485943775,249,21,52,0.060240963855421686,0.40562248995983935
vivelle-dot,0.29166666666666663,6,0,1,0.0,0.0
linezolid,0.29166666666666663,6,1,3,0.0,0.16666666666666666
xylometazoline,0.29,5,1,0,0.0,0.2
emsam,0.2875,4,0,0,0.0,0.5
drospirenone / estradiol,0.2857142857142857,7,1,3,0.2857142857142857,0.0
arimidex,0.2857142857142857,14,1,7,0.0,0.21428571428571427
hydralazine,0.2857142857142857,7,0,2,0.42857142857142855,0.14285714285714285
ethinyl estradiol / ethynodiol,0.2833333333333333,18,2,9,0.0,0.3333333333333333
digoxin,0.2833333333333333,3,0,0,0.3333333333333333,0.3333333333333333
tekturna,0.2833333333333333,3,0,0,0.0,0.3333333333333333
conjugated estrogens / medroxyprogesterone,0.2833333333333333,3,0,0,0.3333333333333333,0.0
tetracycline,0.2833333333333333,3,0,0,0.0,0.3333333333333333
ondansetron,0.2814516129032258,62,12,37,0.016129032258064516,0.11290322580645161
antabuse,0.28076923076923077,13,1,3,0.0,0.15384615384615385
saxenda,0.2801020408163265,98,9,22,0.04081632653061224,0.35714285714285715
doxylamine / pyridoxine,0.2789473684210526,19,4,10,0.0,0.47368421052631576
goserelin,0.2777777777777778,9,1,5,0.3333333333333333,0.2222222222222222
incivek,0.275,2,0,0,0.0,0.0
tenuate dospan,0.275,2,0,0,0.5,0.0
lybrel,0.275,4,0,1,0.0,0.0
actemra,0.275,4,0,1,0.0,0.25
levo-dromoran,0.275,2,0,0,0.0,0.0
vimpat,0.27380952380952384,21,1,9,0.23809523809523808,0.23809523809523808
ulipristal,0.2714285714285714,14,1,6,0.07142857142857142,0.14285714285714285
norflex,0.2666666666666667,3,0,0,0.0,0.3333333333333333
actiq,0.2666666666666667,3,0,0,0.0,0.0
methadone diskets,0.2666666666666667,3,0,0,0.0,0.0
naltrexone,0.26632653061224487,49,6,3,0.10204081632653061,0.3469387755102041
acetaminophen / diphenhydramine,0.2625,4,0,1,0.0,0.0
bontril slow release,0.26,10,0,3,0.0,0.1
vivitrol,0.2583333333333333,24,2,1,0.0,0.20833333333333334
zofran,0.25757575757575757,33,5,18,0.030303030303030304,0.09090909090909091
fexofenadine / pseudoephedrine,0.25625,8,1,4,0.0,0.375
safyral,0.25416666666666665,12,0,4,0.0,0.25
AMITRIPTYLINE HYDROCHLORIDE,0.25,1,0,0,0.0,1.0
oxtellar xr,0.25,1,0,0,0.0,1.0
sotalol,0.25,4,0,1,0.25,0.0
iressa,0.25,2,0,1,0.0,0.5
ipratropium,0.25,1,0,0,0.0,0.0
lomaira,0.25,2,0,0,0.5,0.5
loestrin fe 1 / 20,0.25,1,0,0,0.0,0.0
oleptro,0.25,2,0,1,0.0,0.5
oxydose,0.25,1,0,0,0.0,0.0
zestril,0.25,1,0,0,0.0,0.0
xeomin,0.25,1,0,0,0.0,1.0
epclusa,0.25,14,2,9,0.14285714285714285,0.42857142857142855
activella,0.25,1,0,0,0.0,0.0
ventolin,0.25,1,0,0,0.0,0.0
piperacillin / tazobactam,0.25,2,0,1,0.0,0.0
cefzil,0.25,2,0,0,0.0,0.0
celestone,0.25,1,0,0,0.0,0.0
empagliflozin / linagliptin,0.25,2,0,1,0.0,0.0
targretin,0.25,1,0,0,0.0,0.0
cyclogyl,0.25,1,0,0,0.0,0.0
tambocor,0.25,2,0,1,0.0,0.5
ibrance,0.25,3,0,1,0.0,0.0
megace,0.25,2,0,1,0.5,0.0
sublimaze,0.25,1,0,0,1.0,0.0
anakinra,0.25,1,0,0,0.0,0.0
lonox,0.25,1,0,0,0.0,0.0
crizotinib,0.25,1,0,0,0.0,0.0
sarafem,0.25,1,0,0,0.0,0.0
kionex,0.25,1,0,0,0.0,0.0
depo-medrol,0.25,2,0,1,0.0,0.5
